id,n,e,p,duration
0,ce0a905282b7065bfd4e04d8cff2217b6ecd6779fcbd547afce22a8a112ceb0e9c5edb95b56b2ae22c49d067f76d50f2cf9642bbee22cbbe638561fe655ad66f9cc05aa81fdf1037b59538d6be5468dd56e97df91fe71c4c124d825a1ff5156b41b0d7461238750f8fe8906df6e9ce5de067616c070e79c5587e11c4a0c46145,010001,,0.613000000
1,f583c2f77b7995c2a30ca56696e2a9376cd04e426a5d79a2c5de4007bf55c7c555268615f1ea78b50a074bf9064551c389c45eae88d9ff6dc4217586fa1fa4d0ecdb8444d712408b0e26684f020d665a5a9b47e2e71fd884d215216968d72daaa31b7d60b6e2f1b3f7280e6ccfbb5588fd1945b42a236d1eb08e62ff2098a217,010001,,0.544000000
2,c1db07217fbc6838a0e47794eb5ba98b03548de873fddd587afc728c4012f657dcedcafc320490177f3ec17fc57d4ada81d66fcb6a47041341949a3da92d6daba4ced130840ae95dab87c959540269ae825361785da1a22daf37f3ea51efef95ebacffb04ffcfe47d867f78ed526e37d3b2ded70920f46f64a59dfa4609c8c19,010001,,0.615000000
3,be02699650a079efdfb5ae15e657c5d1a7bbf0e9eb9641e9929e79ef49eded6b1dc9e4abb754b7d613a524368b08af1799c7a9e4974ef235a0843a5fd47bfcab0ae3f09455744f4d853762a003bd25bc7d3bae611181ee533b7c5e0068e7136326c08a50870ee9b470d9dd95ac6746a03ae8fc5b7652287d70c9dbf3eeea33d1,010001,,2.123000000
4,b367ebca2c81b87280bb24e3dc0b24379029ed18409adb120209e92f5bf685658a17440b82f5f71b67552373cb35ca9b41cf6ee6cedabf1a945f6bd3b822a177d79c9f9814e735050d20ff3e7d181dda01585a6d7d2c61d0256a8e5b125dfd88638a628529689015e60425fa135127e54b678ad20e6e8b76d5fe6fdb7e2b9d0f,010001,,1.995000000
5,a5fce1e2ee15213f14509c1cb4be3900168333b76fb41db2607f58a0e492e86270bc0df9bcc2e7f8742d6723a79820afc763b723c3721d3beee8ac5be2d7a16c8427f7a1bebb040cad6fde0f82fc4783bad99fd8cdeb1f47a1d9b6e6b01e2fb12ad07f177b2fa525334a33e8811c63b9a6686cf02046b2132266977e330cfe21,010001,,0.257000000
6,a1482b3e81ac2266bdffaffbea45b248e80443af7527e1c26c33705a02bb552c8df9d8b53c070f0215eec766b549042832547ce0f05e222abaaac4a5d4f1d9b2ed665c7231e65a84c422bd8c256f1bf81d3bd4a01f92969f85a58d365acfc5043bcf4abb5ed9b09f0beefefa3d2f54e4c8b0e57ea4199c4dcfd966e7eec76873,010001,,1.257000000
7,cc6cb89d0de257a15d604f57c8b8b4de3bc0ca6858776842b1054fb9b2382b72328c03b0368bd1bb133e0be18b96f4833095f6f1b1741fb7c6cdcb0fa276cf5467cb601e4bd4bc2281e877bb9506195fe4128be42ae672fd1885431ff6803ae76200e761b8bc9e5e4c1985149e6325dbfc9d029714c6a6c83d75ff26ac8b526d,010001,,0.876000000
8,d2b93faccb3939fd5210790b2d5ac349cd249e6435308f4c37a46419f2747e0c63afa146d53065f432570617579d3184b8fb5940dbf990d993854af12ec7001017dcc5b6edc2b0ea978d665e2b6f9759ddad68ba87c88f99a2adbd854b1c3daecca5f39a160460b5eee8f74bfc292fc8695db96778ce096b31589b1172e7e589,010001,,0.280000000
9,c51e82b3cc748b6e0baef9cf8634b1ddb7955da35af9b8cb5d34994a75acbe68d1248e69f1b5246ed72055f90f7287bf4b159e240aa99509418bb0559179f645bd15dafefc7bd0402ce84562b24d9e0107e11a4f167bd611237526942964cab618926750a419514e48c69901bec734270ac14e6ac24dc161eb37cdc79ced3eeb,010001,,1.336000000
