duration,duration_extra,return_code
0.056029301,0.000000000,0000
0.056027341,0.000000000,0000
0.055928713,0.000000000,0000
0.056008960,0.000000000,0000
0.056005965,0.000000000,0000
0.056000753,0.000000000,0000
0.055893936,0.000000000,0000
0.055999250,0.000000000,0000
0.055844642,0.000000000,0000
0.055252108,0.000000000,0000
0.055988263,0.000000000,0000
0.055954959,0.000000000,0000
0.055922059,0.000000000,0000
0.056213865,0.000000000,0000
0.055906800,0.000000000,0000
0.055998730,0.000000000,0000
0.055989319,0.000000000,0000
0.055983155,0.000000000,0000
0.055938036,0.000000000,0000
0.056008562,0.000000000,0000
0.055849869,0.000000000,0000
0.056284940,0.000000000,0000
0.055969252,0.000000000,0000
0.055996487,0.000000000,0000
0.055954133,0.000000000,0000
0.055950678,0.000000000,0000
0.055903548,0.000000000,0000
0.055870377,0.000000000,0000
0.055987340,0.000000000,0000
0.056019749,0.000000000,0000
0.055954930,0.000000000,0000
0.055860492,0.000000000,0000
0.056028978,0.000000000,0000
0.055875843,0.000000000,0000
0.055947905,0.000000000,0000
0.055874148,0.000000000,0000
0.056011309,0.000000000,0000
0.056049250,0.000000000,0000
0.055988123,0.000000000,0000
0.055890608,0.000000000,0000
0.055850229,0.000000000,0000
0.055958451,0.000000000,0000
0.056010374,0.000000000,0000
0.056037845,0.000000000,0000
0.055985146,0.000000000,0000
0.055974643,0.000000000,0000
0.056001629,0.000000000,0000
0.055968304,0.000000000,0000
0.055838956,0.000000000,0000
0.055948831,0.000000000,0000
0.055906307,0.000000000,0000
0.055907592,0.000000000,0000
0.055852809,0.000000000,0000
0.055956936,0.000000000,0000
0.055953103,0.000000000,0000
0.055910319,0.000000000,0000
0.057020319,0.000000000,0000
0.056027814,0.000000000,0000
0.055940977,0.000000000,0000
0.056052361,0.000000000,0000
0.055868853,0.000000000,0000
0.056085898,0.000000000,0000
0.056007981,0.000000000,0000
0.055817034,0.000000000,0000
0.056020610,0.000000000,0000
0.055913700,0.000000000,0000
0.055912813,0.000000000,0000
0.055727392,0.000000000,0000
0.055784656,0.000000000,0000
0.055837502,0.000000000,0000
0.056114262,0.000000000,0000
0.056992962,0.000000000,0000
0.055479584,0.000000000,0000
0.056104204,0.000000000,0000
0.056900772,0.000000000,0000
0.055881989,0.000000000,0000
0.055949731,0.000000000,0000
0.055891289,0.000000000,0000
0.055786576,0.000000000,0000
0.055943279,0.000000000,0000
0.055997414,0.000000000,0000
0.055882712,0.000000000,0000
0.055840834,0.000000000,0000
0.055615625,0.000000000,0000
0.055360571,0.000000000,0000
0.056023253,0.000000000,0000
0.055975897,0.000000000,0000
0.056013530,0.000000000,0000
0.056102222,0.000000000,0000
0.056025680,0.000000000,0000
0.055437064,0.000000000,0000
0.055844287,0.000000000,0000
0.055945931,0.000000000,0000
0.055341783,0.000000000,0000
0.055938176,0.000000000,0000
0.055993960,0.000000000,0000
0.055863832,0.000000000,0000
0.055970820,0.000000000,0000
0.056918434,0.000000000,0000
0.055975641,0.000000000,0000
0.056000294,0.000000000,0000
0.055965205,0.000000000,0000
0.055984069,0.000000000,0000
0.056006065,0.000000000,0000
0.056167697,0.000000000,0000
0.056227739,0.000000000,0000
0.057010282,0.000000000,0000
0.055995910,0.000000000,0000
0.055860931,0.000000000,0000
0.055984148,0.000000000,0000
0.055944312,0.000000000,0000
0.056018846,0.000000000,0000
0.055852954,0.000000000,0000
0.055878373,0.000000000,0000
0.055886058,0.000000000,0000
0.056029510,0.000000000,0000
0.055980736,0.000000000,0000
0.056090752,0.000000000,0000
0.056063318,0.000000000,0000
0.055940168,0.000000000,0000
0.055970660,0.000000000,0000
0.056062079,0.000000000,0000
0.055902617,0.000000000,0000
0.056042050,0.000000000,0000
0.056044181,0.000000000,0000
0.055982034,0.000000000,0000
0.056050292,0.000000000,0000
0.056104341,0.000000000,0000
0.056067953,0.000000000,0000
0.056159424,0.000000000,0000
0.056171492,0.000000000,0000
0.056068304,0.000000000,0000
0.056098510,0.000000000,0000
0.056013336,0.000000000,0000
0.055381334,0.000000000,0000
0.056091711,0.000000000,0000
0.055936983,0.000000000,0000
0.056111588,0.000000000,0000
0.055961155,0.000000000,0000
0.056066915,0.000000000,0000
0.056117390,0.000000000,0000
0.056189694,0.000000000,0000
0.056059484,0.000000000,0000
0.056069092,0.000000000,0000
0.057048184,0.000000000,0000
0.056062632,0.000000000,0000
0.056046839,0.000000000,0000
0.056133822,0.000000000,0000
0.056095050,0.000000000,0000
0.056142592,0.000000000,0000
0.056108376,0.000000000,0000
0.056056156,0.000000000,0000
0.056085094,0.000000000,0000
0.056109661,0.000000000,0000
0.056065784,0.000000000,0000
0.056078690,0.000000000,0000
0.056157013,0.000000000,0000
0.056001224,0.000000000,0000
0.055997468,0.000000000,0000
0.055855098,0.000000000,0000
0.056120136,0.000000000,0000
0.055363347,0.000000000,0000
0.055985678,0.000000000,0000
0.056108825,0.000000000,0000
0.056077602,0.000000000,0000
0.056095036,0.000000000,0000
0.056082469,0.000000000,0000
0.056121089,0.000000000,0000
0.056044017,0.000000000,0000
0.056072765,0.000000000,0000
0.056136606,0.000000000,0000
0.056022694,0.000000000,0000
0.056127839,0.000000000,0000
0.055789991,0.000000000,0000
0.056064494,0.000000000,0000
0.056082382,0.000000000,0000
0.056141608,0.000000000,0000
0.055510690,0.000000000,0000
0.056107872,0.000000000,0000
0.056056202,0.000000000,0000
0.056084311,0.000000000,0000
0.057241602,0.000000000,0000
0.056047860,0.000000000,0000
0.056153549,0.000000000,0000
0.055991655,0.000000000,0000
0.056138479,0.000000000,0000
0.056004516,0.000000000,0000
0.056168839,0.000000000,0000
0.056116401,0.000000000,0000
0.056006812,0.000000000,0000
0.056014586,0.000000000,0000
0.056061637,0.000000000,0000
0.056059199,0.000000000,0000
0.056019354,0.000000000,0000
0.056024633,0.000000000,0000
0.056132050,0.000000000,0000
0.056095051,0.000000000,0000
0.056046080,0.000000000,0000
0.055991317,0.000000000,0000
0.056058242,0.000000000,0000
0.056215842,0.000000000,0000
0.056045277,0.000000000,0000
0.056106090,0.000000000,0000
0.056153650,0.000000000,0000
0.056084844,0.000000000,0000
0.055813037,0.000000000,0000
0.055991211,0.000000000,0000
0.056135452,0.000000000,0000
0.056032428,0.000000000,0000
0.055815405,0.000000000,0000
0.056079953,0.000000000,0000
0.056047182,0.000000000,0000
0.056117568,0.000000000,0000
0.056107522,0.000000000,0000
0.055769325,0.000000000,0000
0.056074289,0.000000000,0000
0.056163933,0.000000000,0000
0.056104430,0.000000000,0000
0.056169696,0.000000000,0000
0.055980267,0.000000000,0000
0.056174654,0.000000000,0000
0.056115514,0.000000000,0000
0.056949170,0.000000000,0000
0.056574540,0.000000000,0000
0.055867252,0.000000000,0000
0.056095702,0.000000000,0000
0.056040777,0.000000000,0000
0.055517088,0.000000000,0000
0.056103277,0.000000000,0000
0.056072220,0.000000000,0000
0.056007944,0.000000000,0000
0.056052575,0.000000000,0000
0.056078149,0.000000000,0000
0.056090109,0.000000000,0000
0.055863857,0.000000000,0000
0.056136392,0.000000000,0000
0.055970914,0.000000000,0000
0.056157825,0.000000000,0000
0.056122381,0.000000000,0000
0.056148312,0.000000000,0000
0.055956313,0.000000000,0000
0.056207995,0.000000000,0000
0.056482813,0.000000000,0000
0.056057128,0.000000000,0000
0.056139758,0.000000000,0000
0.056064335,0.000000000,0000
0.055980221,0.000000000,0000
0.057079709,0.000000000,0000
0.056145395,0.000000000,0000
0.055532632,0.000000000,0000
0.056173574,0.000000000,0000
0.056090348,0.000000000,0000
0.056180421,0.000000000,0000
0.056157334,0.000000000,0000
0.056106035,0.000000000,0000
0.056105312,0.000000000,0000
0.056941245,0.000000000,0000
0.057099617,0.000000000,0000
0.056098388,0.000000000,0000
0.056101159,0.000000000,0000
0.055457069,0.000000000,0000
0.056079893,0.000000000,0000
0.056153925,0.000000000,0000
0.056098999,0.000000000,0000
0.056101896,0.000000000,0000
0.055981181,0.000000000,0000
0.056110370,0.000000000,0000
0.056081386,0.000000000,0000
0.056151644,0.000000000,0000
0.056088279,0.000000000,0000
0.055972833,0.000000000,0000
0.056266945,0.000000000,0000
0.056071247,0.000000000,0000
0.056852980,0.000000000,0000
0.056171465,0.000000000,0000
0.056073867,0.000000000,0000
0.056091162,0.000000000,0000
0.056044338,0.000000000,0000
0.056062290,0.000000000,0000
0.055983300,0.000000000,0000
0.055911500,0.000000000,0000
0.056061468,0.000000000,0000
0.056143629,0.000000000,0000
0.056015990,0.000000000,0000
0.056159720,0.000000000,0000
0.055970233,0.000000000,0000
0.056076851,0.000000000,0000
0.056058889,0.000000000,0000
0.057111814,0.000000000,0000
0.056085468,0.000000000,0000
0.055936135,0.000000000,0000
0.056027229,0.000000000,0000
0.056071344,0.000000000,0000
0.056212842,0.000000000,0000
0.056045171,0.000000000,0000
0.055892367,0.000000000,0000
0.055915682,0.000000000,0000
0.056028131,0.000000000,0000
0.055956081,0.000000000,0000
0.055849491,0.000000000,0000
0.055786517,0.000000000,0000
0.055967135,0.000000000,0000
0.056049132,0.000000000,0000
0.056028951,0.000000000,0000
0.055908025,0.000000000,0000
0.055932548,0.000000000,0000
0.056158941,0.000000000,0000
0.055913495,0.000000000,0000
0.055890144,0.000000000,0000
0.055728544,0.000000000,0000
0.055934892,0.000000000,0000
0.056059748,0.000000000,0000
0.055946456,0.000000000,0000
0.055884395,0.000000000,0000
0.056933260,0.000000000,0000
0.055987308,0.000000000,0000
0.055983070,0.000000000,0000
0.055897723,0.000000000,0000
0.055998334,0.000000000,0000
0.055976118,0.000000000,0000
0.055922222,0.000000000,0000
0.056241726,0.000000000,0000
0.056107652,0.000000000,0000
0.055977554,0.000000000,0000
0.056010335,0.000000000,0000
0.055667417,0.000000000,0000
0.055858959,0.000000000,0000
0.056032408,0.000000000,0000
0.055915418,0.000000000,0000
0.055961648,0.000000000,0000
0.055930269,0.000000000,0000
0.056150463,0.000000000,0000
0.055927118,0.000000000,0000
0.055883443,0.000000000,0000
0.055919250,0.000000000,0000
0.055956521,0.000000000,0000
0.055762808,0.000000000,0000
0.055956410,0.000000000,0000
0.055995985,0.000000000,0000
0.055999544,0.000000000,0000
0.056098495,0.000000000,0000
0.055974606,0.000000000,0000
0.055891429,0.000000000,0000
0.055974416,0.000000000,0000
0.056003222,0.000000000,0000
0.056072988,0.000000000,0000
0.056232465,0.000000000,0000
0.056050646,0.000000000,0000
0.056283966,0.000000000,0000
0.055875847,0.000000000,0000
0.055843184,0.000000000,0000
0.056003056,0.000000000,0000
0.055996176,0.000000000,0000
0.055745586,0.000000000,0000
0.056012138,0.000000000,0000
0.055859747,0.000000000,0000
0.056102288,0.000000000,0000
0.055903293,0.000000000,0000
0.056048358,0.000000000,0000
0.056810042,0.000000000,0000
0.055872915,0.000000000,0000
0.056103224,0.000000000,0000
0.056003903,0.000000000,0000
0.055983516,0.000000000,0000
0.055826854,0.000000000,0000
0.056110386,0.000000000,0000
0.055889924,0.000000000,0000
0.056019424,0.000000000,0000
0.055991098,0.000000000,0000
0.056092244,0.000000000,0000
0.055963375,0.000000000,0000
0.055893111,0.000000000,0000
0.055941960,0.000000000,0000
0.055908928,0.000000000,0000
0.055958271,0.000000000,0000
0.055882176,0.000000000,0000
0.055830540,0.000000000,0000
0.055929624,0.000000000,0000
0.055795640,0.000000000,0000
0.055999355,0.000000000,0000
0.055880061,0.000000000,0000
0.055904514,0.000000000,0000
0.055995217,0.000000000,0000
0.055873808,0.000000000,0000
0.055960961,0.000000000,0000
0.055963391,0.000000000,0000
