id,algorithm,hash,digest,signature,e,p,n,duration,return_code
0,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1cfd8bb3564a27a743acf76615a84d6266792be7ebf5703a02fdad1ec76925bc714630bd1f4176f0d5f35b54bb928aeeed546d74d18d785085e1f1aaac76008791dd49da153974ad980dd672c3d39e3c93432ef949bdd7577f634ff4ea36cf1d211f419e88c5d227b4e53ee16c57c385c5d96f4d829de9ccd5b6bc540f7c3fd9,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.213900378,0000
1,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2088b7bdde23e5510862136a148f6e5d9f5befc43a4c86a08568e894e1bfd52034f5e113a69fc75d2d1ec4fc715bbae3c05f62f94a7531284ccbf51a88d5d14448939b0e604ab23f35ca6b93751b0e34c1f83020a85c14e35b7f6b3e62ce96a6327d289bd279e756f64a197023d6eebb07ad52ee5a6c1b2014d0b30d9a5e42d4,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.212243827,0000
2,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0ebf51c2352431dd633d20dfc116f0eba89ecc7e2277565ba64889f229ce8c2af0886493b59064086dd8589775d97ade57e5c507935b312e2a16c8de7266a7d68f48fde5e3bc6a66ee31c8fde6169cf1d14b9591de3ee6d4f6030d3b9f8a23beecdbc20b5107033a2cff14f81f4c70f80445bec2d7474463ca11faeff5bfa9e4,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.213053076,0000
3,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,791b403c62b254fe24539c21c0c7de2347c618ff36620f407624708be9ea7e210f7f0db75bea3e99b0a355498bf2473917d5d15d464bd2e7c75355e65a6750d6b310d6405402b94005d81b9fdf9139b85c6243e881e10d2ecebf264988c1fffb03a568e38bc28da51ef769c236a12cf330d78f5305c0fada8681bfb085bd704a,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.215083846,0000
4,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,417dcd49366060cd378646f3e7c782c2cab5a486e45681e3984ce74add2f7c12b3d4bf3db826b7d7a2015b34a0a8252f160041a41b216abd11f0e89dc53a043a1234d13a82b41ae8c746e1fac72e4cb9aa4d502b0abc211b095ae1741fa85a24d5e8bf8e3469ea88885802f3f0211957bebf7d3defe47a67efa45b65b301e919,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.213787965,0000
5,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,300d4366b50829f8d7c8fea330dcc22d90c57a63e0b351d62814766f1f50bbeac55468ecfac32ec0cdb98f618920196905c97703945dea23c05c246c259e63259cb16d61c7428aa3381cd32f84d841883a68054ded737d5db9340acaab4399202f2736b4c0466c76fe2c1dfc3cee0835047105826caa2eda1faa1c921a92c77d,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.211981615,0000
6,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,090002fffba2176275f38ee73a7ef64169b6cd31b38c2839811fe98e54534666c03ab01e98178aec957bca6ac03d1a1ec235dc1d055a8f09db0f62a634a3fdfeff5dcf5a2060c90c2532de82561d9798c60fa9b0e9b02d593f1d5f1f66c18e6e0601a7d9b6aed0c6e51fa1afb3e41866f6fc542566c435c0136574789de59b4c,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.211916611,0000
7,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,1f4ae7ccee6ee0f2d92ec0f185a2df8ae23efdf219dc294a8fb3cb2c8cfcda8b7164295c1253a1fefa3ab9676e0d5f171cf935df4d19993e05b99f12da4fd55ac924867eb9ed04c1d3e2028f9daeb72e110bcc5e11730ea55cd98cea6581d951fece727fabff47152c1340b6d2c407118c21b01eac79bcdfd5215d4674640933,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.212664525,0000
8,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,5923371a88f50b10bd08782ba2099b364d18ac64efe022cfb3019cff35a10517a9a18196de1f4a0b9f12435121f9009105abe48842d5878847b1326de3b2774d437fa482fd6ef31fd7e3089cf628cfea087a5d9f487856297bc8d7cb16e2c49289c14534d93643f50dfc629b9939c6f76cb9db7b8852c2f4acfa4368bbfa7c11,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.211923403,0000
9,0016,000b,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,78983dfcbfb7831810b18a1c514ca727c96c64caf342d2e9f47ada60bfd90472199e6aa8aaa1c0865b9e3e2df844d635a6d586b3147941de804c3e83d85520528a2b2a5d8043ea1442c5bffa7a86a0b80a49ee49fbcc28f4a8bdbaba55f12630597ed4914bc36517b8b9afd68c61e5a81496bf002b5ac10b2f1479212fa3ab96,010001,ceb08415afe055ddced65cdf8d29aad7a6dedab939b97fc8c2d28537718596559fa43f964fd3bd73cdde2b6cc1ca4c1ad95eaeb8c3207abb743ad46800b8fd1f,ad03bd23a441970fada888556ee4c84ea8e4d99351b948a9b4dc6ba05ab08b8e5bcec6f8e962f40dbdc20281cf0c319c7f969e433e6c8f4623158caeebb3344c5c5b20ee1e12e6da3ebcbf811ae067fcef4c713457333bc0efc128a6e81fde0ff95ecd0a26ecce55c8e009d64a2d5271522921c61da94ad95fbfd175e1adb3bf,0.213179471,0000
