id,n,e,p,duration
0,d6e1911eb380c6fe935112b80e46df14814e0ed6a288ff76d50345e2f69f063b3853bbaabd34fbde74775db4eb443e2c582a6a83e75c14aa9ce75362ff47f5fe1b1d2eca2d7a83ec223fb66209749914aae26ede27457efc1ca43d5d57275d67602abb208011c0488dd4bf50d7a50ef9616570c0a28c24ecdbef4619bedbee1c634e0ed9063cac83b55881f72af3921749e69be4f575c2df12a77e3dab5c237cbf013bb596b48c0e601ee041374a516ea28e274ece530b29e957a7c78c074ae304bcaf7817f33299f7366bb9cf426dca1a5556cac7f266051e5fc1dbba5a1615fe2b1de32083cebbb3f59a2c0092148250cad17f2fdce2af09a9508152700169,010001,fe0c51ffdd6349f5bbb4492fa20e382a7d72048631b72563eeff717ea96bb08e72a9c5493622a9cdd0ced4eee0a261387ca1ad8a5a6fc6e0155d6a02de97c7794a839cca8b2f1a906043f0983b93ae93a564ec1ee0ec5ca5d9bf9941dabca800149e4b1ff78cc07d84d13635bcd88b4c18ab3aa5a596370875b39eb4f5aed0b1,0.023000000
1,bc009693d921d747133e509ee5239fc2b033c4ad0487d13ed3b593ca5224a98a33e097ac18cb4fc95d8440ad514ab77cc1f26cb741f17d0ed26c9afd34f11715c16311b6fbcd0f21ab9fbd9c664be3eb3deceb603c84ef81e725216dc2d1e4c329ee9b22f6b5007185527f2798ed194ef10700fc72b9e3cf610f47f519f7c0cc6015a20d81ad58261aaeb969c47610a2a8cd134eaee8994d6263bd50e240a507976d7c6fe574b1b9976403546af799e494a09d7a2a38bb98b325c3eda3cdf2f48d5f5b693c21b077672ca80b81f49e4459b35a5948b2be3ee418e282adf9fc28756d3360601bf2d3f3b4584064368dd6b30a17f655cb3abf26bea35ef3b760df,010001,ef97b14dc19a8b52a867accfce2c4c90dc49f21958f2e23616a82ba39550ee659b166ffa319bdce34e3c576c44c0f6ceada15f24c8c04d50febee7e058d27db072c180b423fb183012b62906bd92aa63165de55593225e1917745e47f44e09defe53d29aba09306127bc48f1c3095d6c3f6d4303876542f99bd76ec8de216505,0.023000000
2,b84d9999cb9eeffce3fb6c3dac0da209cc8f9015a1b3788fc6f41c67647f6901638e3164ba2dbe2a99bb5c48251ec46c23081978f68bcb1064c92220a2fcb38b582de2dabf6667d34c690425d52ceda3398e957659b6a1f1efed7c5a031469686ec9a4c34febcc6c36c9a704b6805b8b3ae2da054d298f9cd0308b8d194ad351692ef5eafadd9e0a95b701d5ae641e4a1b418a975b3efa25eb6b33809b455065c935a78ec7554d6b3007b3c1b04aface43b487636ce8586098f1fd3b74f164c58a2ea16edf23c6f5a0a60e37941de4e4f21e5acb992959e49ccd1f97bf1203ad6e06d33315c5de42f6ea7a031d09a78964593223b2873979248ac5db94ba0923,010001,f2c2b9c1f563e6341de432c7dac4c3ca1b882a9ebb4b02284732f977a38111a7523df053b672fd49a0ed64e2e4d21a2393b2c10eb31b528b60d550753b1ada521ef2932cfa3d69620eab31660a0f25899fbfb13955b64821073573bddacf719f8d5badd585f9a3a3ea0e15c23ecf7cd16e47e512957f768aed817606e7198c7f,0.022000000
3,ab01eea9cc2f23bd767801d90f5c0f8b8db727bb9a763f30cb8a144092cc573dd321b77a5293a28588542d41bd244d6a2c4e08c6c2d8a7b9d9f75d11936c926a441d4e4a212c50c3aa79b024ae57acc943dfd655d3f970ff68fa761fe808ccc54e1d87c98168caa2f8f4da6042a2d025687ac0b5c1e0baeabb96d530e91163ab6a8acf86c6564fdcf904aab0208158e2b5bbe490fcfcbc8d133fc6b802494c279162b537a0242e9c33c1b582e4f23428f1df92bb7d8bc3b51666e9a05c2f0475332043ef2816599aaf11e055f2af3cf143b720826b309a9a6c8e63542e45b32b65225d48cdc5e064223034e170b1f2c49adf023af3697181dfd1dce6a25a4cd9,010001,e11ccd427816c984744b41f73fd79bf25802f0eee1cf411e1ace5a77617e8d6e62ab3337639ed885d01bd20974d8a495b07869f761851c08b3b9ce48942ccfaeb7974f7a855fd6f9e2679e9668a193fa9153f1ec44d589a24e5fc39d2c764337308e307658212e9c05d3f34444dc594b0c4bd415ce2f14074d9ce8a6c2243367,0.022000000
4,b7d0fe4abea7460b23152929a0aae1278c726232ae3a38bc0ee7ef411fe0fa89160671e69c21814eecebb6fba6863b513d96f59edb09d7c4d1f1d8342c78e9f864d5ae106fbb41e9de0bd7de1c4866f95461736958eb5222b4066062a5fa8e779b8d4e6edfe1e2ef684feb094d83f58811663e271100f081a65b43cf7dff7a24d213c393bb65004905bff27bde6d81f1e18ab0dac80b29a3b6d854271d0baceb270343ed804eb582de527673b19bdf8cf41eef4c8bbe32c5a1a023a5ff0b6f34c4aa4d1c0d1271c68edcd4425fca14fa5a1b3c385f25b39a359dc15e232a3a523ff443eb51e043ce3fb856cd8afe7f16e03307a2ce0290368ad0f0d7fea0d4cd,010001,ea562dccd53e9c83af4eea51d3b9cea1988901dd8287bf47138d8f1943efbd1790c77963b60762f98ff73048adc8a45a2b4366b5d152576e0aba9b07b19b8c5484fce11bdd132e4b099809fc786a8b42199ea8d8f2ffc12be59c4e5da07f401440acd02a71df2f922fe7ef44441fa0fec693669935adc316115d2d10da9e27f5,0.022000000
5,d2eea2f675707a1dc23095848068c1522158da23b8c85be54b8309eb92ef0d561f7ca50df4db05f2d2b2c25068139f4a530116fb5d1f205209f63b3f4b4973c1059a2787a78e1a87283cbaa80fa5819761f55d177a67c8bfb78d73ddffa264549ca5ab1a55d2b460874841431d4a592bd097aeb3869bc68ff43d63983a81b6aa1eb00b9a5dedcf4b15ae6b48521812ebee2607d5268b92e68fe50f621dbd47deff252563d171afda3b4aae153548a575b332ca88ea7dc8a81e4bb8220531b8436b1a10bbb22317053c350ac6df4192c9ff9ae4fe18b612383bc3b792c695ba4ba13b6a0a7e0ae84fcedb62757def15b9b442b64806abd9eb763618d28e4b0705,010001,ef2e1094b9000bf54bd947eef5b26dc5ad77545e219684ac22f973cbe76229947709b906f36a9fd4711f223188940865bf851636c769dc99a8d2ecde283d6bb48550fbcb70cf103638e74144365f09c5e463be651d933c25ac42c810dcda3ee808d4e631f7b86b7b4742ba1f6a32608f76f2a8ca00dbf302aa3f2032a02268bd,7.130000000
6,b10327fc732dbcf9bb56d63e0c37aeb7b70846f522920f0bc1f8d73da22baa289492671e87d76084cd625317d6adb08d64b950a0ca357a2a9dc8555afda13b601e699d9c2b75269423fb16de21a55fed999bdf430b8ae1c6993dc53396ce0b0a4062200fc43a6593758fdd1cbd417553bd43783c6120dc6457289c7f29a2bcd7ce159b317260abe3f08f754225cd9d0d1687ac1bf763ff491a2b64d34c9a34ed51fcc91b4e964857161d9548a8edd6bde5b2bc165738748f134f6f318057007a31003d566ead1123ca85073178a18d847def8e4cd7c57fa81baa001ad3ef05fb9597f9393a7129ab4511107f7493a717a606ee3a13a06fa02a528ad321bf20e9,010001,e2180a8d8507f7beb092180c5b5a8f6bd1662e51a2a49ceff9f8fc49fcf8ad135a99ebcae83dc687d0a43269a8b979ba3440fe27da77d7e040fa65c5022ce26852c2b8825aea7fb883284aae82ee20e2c67a00019192b3cb824ec43822081eac0b80cb7b4d701a4469284dee67e8bdb1e0ad56df6b3ba5d0dc569fc706c66a37,6.218000000
7,b6731d2a7db208ba8bb652769064ff7996743b5be7eff6a92d331d3942406230cb65c090d0ee507421d0672a4a1b0f5805788d0c7a9672d37befc1520cf321a82ba6c634c0d904d2e2f0dbb905b630533392efaf556b0b596aa1b520dee073dbc71e537eccf9e3a0da33f07b97d77ade8e8ac8d15c605123f476db0f8189e34bd454f9e448b6f8df8ff4ee4f7a7cf45d01319cd788d223deca96c0f0369ed5b6081c80bf210a064e60b34b9238d57b1078b4255a0176a1e197dfcd496639b00d53e57c04c74c2d034b0a86cf3b5e53a7c6e1878f8414fda7650cd15d0cc3eb4519ad83448bdc87300db257ced5c6390c209e4176021e61cc4f4d28c6e26b743f,010001,dde95cb8f7b6ec8c65d29dd19a359b8814647a139d9c2ea9054d384dba6806b17171aec8933a4f8776173537d0cb65323d7af4caa9b1fa2006eace33a053f0fd6736303883d8ad85d4da163c5f63411dbfd9060ce4742fcf33e3b2ededc13feb7d35cee06e25fbb1d008fcc6d1b0fade5173536f5de64af639816bfd50630d09,4.199000000
8,b6403d3a084eeccf10b4a340c4770b82ddfcaf7a5159b88f46fce85ffbdf66084c94f28027b4aece54353e346b38a3cafd5b40e60ead0cf60c7a92c71cc4f36e2cb632ea6086090eb0359cf83f2326783504f092ac92590337997091f893705b18753cff92a7ebaf30f0c17a31f8b4820cdfa532ef26b6a9138ae6ca64375360e31bbf11e2a582a45af300306bd2707dda88c5f1182b23a7c1180d400d5f0d81def0aba2ecbe9b30f71703ce6e041c2d5ec3bf0059222cebbb693135879ef3550a8d3185de7dcf2bddbb25e90c479b42ab73771779c8e5d716ff8d8d8c9ae2ad07541e56608effc0ad33d7dc115f55d93e99c52a0eace109b9775b8e8cb4d5a7,010001,f22e8adee59ce66eaea063399fd0416653dfcfc4c35d8b86a3b1cfa01ab8baa9e150da62a59b3ee8a9c5f2e9a53027c720d63a3fed3749f9459e4358ddac591c1d88608970a40939643c76c2f603293bffd967955ad601041e36a274ee2b69f4eca1805fa463639bad3a94ec1e553290b2c7da117d49855ffa653c96842a322b,3.859000000
9,b9f0969959efd3f83937554bb440aae21eddd3a2e129da17710a0997510f616ea6d2a8b11f0119a97eb07a857fa3df92bcc2102702dbb65141472866e2a64ad1ecc7f69ece9b0bfead8376d69e3103e36610e77180380bf1c5b8dc5f2c634b534c367d76862193784e4443fe0f42b8a9b4aff346db067a18c06d591cf32182816ad2656f034d5d56e9f7e0a559f38d182bb92aa40f9449025d85d8b04a5b93c4277b6420571db7eb91a3bcde2eaabe4998ca300c45a7b826d236f83ca42b62fac0b730daa03c74fb16cbbd4039c521539f79e5ff441f13735f98268322162a455b6dfa64bbb3bbbc19ecd53efe8a858309919472b8977a5e46d6b51d2555d44f,010001,e44d0550e98321cd033eb0b7f58ccc966aff4c37b7814fb9c218b5518906046dc123677cd331c24ae55289018bcdbc169866dd1415283f6bc721d7251b2db34c421f18735a589ba62e619d8236a3580891f4f8458024f81255821c8252616a08b1c4b2cd2e992830d60da9a930adbc78ab36e2bdf7a8fba9506c64586a2cbc2b,15.743000000
