id,n,e,p,duration
0,b4103407e9e587f801aa10bb0967575fd1a9db30901785ed859657299efcfde525a68ad94857e67c291f6699ba177935f343546cfb67184b6e0ada1e61cb3716fb3143f7b849c314ce63dbce4c8a8fca6eb7520507423f1ae5b2118876025b3c0bd344246adc3d385b893d07b9a733020adc70d228eb687798fb8c5c9e4d455b,010001,e5155219fe36191fe59ec811b256b6cc526a9de0a469074585a12f8a5a5d1b98ff09bcf6755709fcf818ba9a38e8f677720ba426fb6a3f5d736fd32c1d0ce40b,1.696656811
1,af93c960b648f1e3fc6a000df7a7ff7aa46f99a0cd56dd57a01f7bc35a5d97e3adf703a68c8ff3d09e2097158a81bf0c105f86e9a74614ba85166e352da4888ba6294c3185a29a9f9dcf8ab15aee0199f7f9ce098aca964ce1c1e322105c19348f012ec455d52e7b40f9f919b29cd210bca64ef028ebba25c1b67a680ef59ea5,010001,e8a30e35844fbf1fc07e459f64947129f3f8378eb21de829d0d3cd4380e72f488e2cfe1131369efe43e2631385ac3ac46662b91a66e716e030381f06f87de0c5,0.546643712
2,c19f7d88c1106e65fad12dec8c7b760d55babf6a7e7de76c07aa746a336a3c508d8a729839d36c61bbb4013a50683ae3e5857ee5333e4450b4af63039ecab08878ee29b48294be3d8cce5d7371f7b8ef1cc075fdcabcccc887b1a8fa5aab7088addcd2a0f241a6a2fe44b71a608078f2a2f84b8fd3648c700c8f2ddedcca92a1,010001,e2bc8e3d27d50baafa513ab586008f256e6b656ade351b3795908979840a25afbb46e2b54edd2ec94bd7314f43f1f6b649e0930c89984c88fe62cd152e71b283,1.546577213
3,d7b5bcc067a2c023b4b533ce5e5a03d5b434cf34f80d5253ba50d0d21bc3b337b1a803c3d19ba303e7c823d335cfc26fe2ddb6d8c5dfc81548d80319ad96e5b24e76dba1ecaa8a39f6f833c561815e541bdcf6a41c178cd827cb523b79fd89d94a9fa18154f4ced18c419b2d769e7c1f673ff8f456edfef237cc6141660af2f1,010001,f1b05189fd42442c7473abcc4409603afe59a95d6ec75c1ce5efe61f34f5084d13c308f63eeb74dda370ed1251ef55385c1eca0bf2c05e09388fced42b7e566d,1.233655735
4,da831cb50cb24cbb83594ab977fb7f0177732c924b2772b9574f52ea2558e315964821435c3f6b7058506c40c73dca178b1a10104339b609f110a2a652895c075c5295fb3bb2a8095e5ba62e7a74ed8da5fbe6e7ccd30bc654bd12aa9d2b74cea01de99974e7147af90d17432687acb606bbdb56e3f7dfe7eefa7c26f8f7d5fd,010001,f6e42845b1702e33036986dfa6a7cda1b12c283025557a03ace43bc35daaa772ae8c8e0fe5cf134f3f9b822882c11d0a7fc377b2695c04c074604595c2520e31,0.505568801
5,af884f30d2516955cc8bf01c460812deed758f89a892cff41f8808dec18bb92ae530a79a5fbccf8805cce04f5b59dd7f5b81546dc8b9e2d15043fdba30b4486af1eaad22c2f5af554333b5e8d0bdac84a9cd21670bdce4eda4dd5b3a5edba1fa66c13208826f78cdcdab7e585241e31d2b7a45d5fea71ba9b110da85867bfd17,010001,e1c716f9f4ce6ea53695b2741455f9486cb2ef330850275ee259bae9c165ce645c5422d9f104917aeb8c5f82b13cbc44fb073ea565f20fdd9598cf1557b466e7,2.695682696
6,e3e1061c0eb8a06ee72358f3e54226f01fa61084e5588440f7ab4f6cbaade57b65f1b279804698d5cf0f168e0a0e7c690258addfdf6558f4a3a795e6aabc38c5f82f5648002d70cbe42369fccf4a7d4df5bde6558161d852cc90e2d0a893e8c8f036811ca768be6c9edeebbf7d9893c627297f713cdd1be754087f41c39b0c7f,010001,ff34b92c93d5b30e826e9557aa0398e36002e3a59295f091cb7732f262f53ca19cc4256ee23c8abf4e0f239ac166f47cde7470d8e8161d53311ff083701e003f,1.694655401
7,d327a4bfe7af4967248baf01ab027a73293ab5f309b10efe3c1de893a782290045634427e23e732eff767d32dcc5f6205f98cd252a210294b8d2fd35b9187e802e4e31f48fd4f48b2df6bffd2ac34ce205c5146ad29ce2413aa72b629dec6177671036e172c8000b7a83118b03c29d5db19fe966c0c083a2a96afca6e82182e1,010001,fbb3f3d7d5e30e74886374f79babb415e9012876691f56e23a655dd593806c1547568345a5e2c7ce1d9ae3a32ff375a80f15fc269f93b1afcb4f056557376b1d,0.922582277
8,aca99b7abac650900ebdb33766a6ac5da8ee93a76dbb8da3858f051fff39914eed63f76b2938f926368d6cec225ab0baadf628a69735dfa6e62224d66e0c19fe7d31a15207d4f64517bb5df6f583445bbdfaf55fdb1c36ec6c1d428c17c3775165a8dbdec62784c279a6dee07c7883e3c37201ca1d54f4ab31bb108c2e6e09a9,010001,daa70722e5483c8563000f4b29fadc2f359fbfffde98ed308d40f3088b288766485c0dbfc5d370d321597949af7ea8b0335102077302ad7898624655df834f01,0.465658250
9,c775f614cc17482cc39ad3e0fc62765bb1a4c29a0f3360cc69a84bd22588d8ca7fd6cdd566dd82191084d7b00b20719ea9a757c62b2a0bffdf3637b83475dba01234bba127e001f12ffd9197db977cd487c87fc6f037329cf77e3ac3a3cffdaf50134e62c7e66e0e7c0d208853147144aed953de665ebe4076ce11c3381e14e7,010001,eb836751b8f86f71f5f4a82ddc6805631a4827c9f7f9873cd4c626f7a5bc78fcf52a74d6b357be156603600ea5f8fac447ecfcdcf5b14862f4532bd3b618fd21,0.778691477
10,b2ea893607a5f010573a87a31fb631b0ae5ecdc5868e775b77f1ecb8d799b83d16f9cd510e4fe99ea8c78715aa84f4945ab76ce4efd7f620c70fb97e5e70e23bbb23c00ace34f51a027fb5163619ae9732363bcacc3b8ef6f7110ac31222902aa1823c207bc8b612ce28f8fd415df11b4dbae35670b964a3d02e838ca6c0beb9,010001,e8e4cb2fe8eda3de2f120b537160552af2c803265aa0d7ceaa4d4b4f266da40e5b40e8621cc956df74e0fb863c7d9712b8a1b3224a83d7f448835b045be83167,0.546668946
